year,ISO3,ADM0_NAME,ADM0_PCODE,ADM1_NAME,ADM1_PCODE,ADM2_NAME,ADM2_PCODE,ADM3_NAME,ADM3_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Bholahat,BD507018,57572,53707,111279,4567,4775,4915,4732,5212,4954,4898,4705,4307,3700,2837,2430,1909,1489,972,599,571,4695,5013,5046,4383,4555,4364,4248,3983,3702,3390,2944,2369,1758,1381,942,533,401,9262,9788,9961,9115,9767,9318,9146,8688,8009,7090,5781,4799,3667,2870,1914,1132,972
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Gomastapur,BD507037,158117,147172,305289,12653,12426,13533,13647,13980,12775,13213,12500,12364,10229,8189,7104,5022,4357,2849,2009,1267,12975,12797,13808,12738,13390,11976,10998,10280,10361,9488,7869,6688,4654,4061,2493,1646,950,25628,25223,27341,26385,27370,24751,24211,22780,22725,19717,16058,13792,9676,8418,5342,3655,2217
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Nachole,BD507056,80244,75701,155945,6379,6267,6919,6611,7488,6701,6755,6236,5913,5229,4279,3603,2702,2079,1465,918,700,6644,6447,7185,6569,6840,6326,5943,5218,5198,4367,4055,3421,2565,2103,1422,808,590,13023,12714,14104,13180,14328,13027,12698,11454,11111,9596,8334,7024,5267,4182,2887,1726,1290
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Nawabganj Sadar,BD507066,320368,280318,600686,26606,26144,27710,28465,27284,24880,25981,24417,23373,19547,17015,14000,11126,9780,6670,4088,3282,26760,26522,27000,26952,24162,19368,18929,17970,18306,16409,15220,12497,10060,8284,5898,3613,2368,53366,52666,54710,55417,51446,44248,44910,42387,41679,35956,32235,26497,21186,18064,12568,7701,5650
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Nawabganj,BD5070,Shibganj,BD507088,340153,323621,663774,28581,28038,29694,29461,29262,27278,28731,26107,24263,19877,17813,14728,11571,10020,6969,4526,3234,29229,29062,30557,30563,28824,24691,23814,22321,22032,19047,16760,13741,11000,9056,6596,3778,2550,57810,57100,60251,60024,58086,51969,52545,48428,46295,38924,34573,28469,22571,19076,13565,8304,5784
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Atgharia,BD507605,90410,84243,174653,7250,7030,7086,5877,7413,7794,7831,7214,6342,6094,5063,4455,3413,2594,2133,1423,1398,7442,7235,7331,6767,6688,7115,6829,6320,5656,5106,4625,3714,3156,2295,1858,1102,1004,14692,14265,14417,12644,14101,14909,14660,13534,11998,11200,9688,8169,6569,4889,3991,2525,2402
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Bera,BD507616,140656,132825,273481,12721,12031,11505,10957,11986,11146,10615,9917,8995,8492,7823,6452,5362,4681,3486,2327,2160,12907,12608,12383,12286,11029,10189,9130,8758,7939,7046,6657,5882,4886,4168,3279,2033,1645,25628,24639,23888,23243,23015,21335,19745,18675,16934,15538,14480,12334,10248,8849,6765,4360,3805
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Bhangura,BD507619,77961,73484,151445,6785,6409,5766,5482,7010,6927,6654,6152,5669,4764,4195,3310,2766,2160,1645,1137,1130,7002,6431,6141,5587,6219,6307,5792,5436,5018,4573,3968,3326,2704,1834,1417,878,851,13787,12840,11907,11069,13229,13234,12446,11588,10687,9337,8163,6636,5470,3994,3062,2015,1981
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Chatmohar,BD507622,177020,165415,342435,15021,14242,12789,10893,15094,16055,15343,14189,12543,11730,9593,8022,6366,5452,4078,2768,2842,14860,14646,13668,12500,12853,13933,13863,12898,11833,10472,9055,7216,5980,4215,3289,2083,2051,29881,28888,26457,23393,27947,29988,29206,27087,24376,22202,18648,15238,12346,9667,7367,4851,4893
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Faridpur,BD507633,67270,63498,130768,5579,5590,4887,4615,5894,5933,5580,5114,4775,4233,3974,3041,2554,1840,1569,1068,1024,5725,5708,5172,4978,5203,5193,5137,4508,4427,3752,3439,2916,2608,1742,1437,745,808,11304,11298,10059,9593,11097,11126,10717,9622,9202,7985,7413,5957,5162,3582,3006,1813,1832
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Ishwardi,BD507639,163834,157784,321618,11367,11476,12816,13508,15226,14817,13837,12920,11924,11226,8998,7358,5630,4614,3460,2376,2281,12233,12020,13189,13836,14947,14284,12746,11540,10712,9884,8781,7404,5643,4196,2993,1786,1590,23600,23496,26005,27344,30173,29101,26583,24460,22636,21110,17779,14762,11273,8810,6453,4162,3871
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Pabna Sadar,BD507655,362715,348856,711571,27922,27722,28729,28540,32677,33092,31512,28365,25491,22191,19583,15106,12864,10403,7700,5582,5236,28947,28735,30359,30710,30841,29740,27873,25838,24320,20909,18551,14775,12745,9235,7193,4274,3811,56869,56457,59088,59250,63518,62832,59385,54203,49811,43100,38134,29881,25609,19638,14893,9856,9047
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Santhia,BD507672,219995,211298,431293,18788,18114,17101,16202,19765,19272,17819,16392,14886,13228,12441,9674,8267,6412,5031,3096,3507,19349,18733,18533,17644,17574,18085,16369,14886,13874,11744,11558,8798,8122,5576,4877,2881,2695,38137,36847,35634,33846,37339,37357,34188,31278,28760,24972,23999,18472,16389,11988,9908,5977,6202
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Pabna,BD5076,Sujanagar,BD507683,152684,142739,295423,13141,12774,11815,10615,12521,12648,11903,11098,10444,9566,9028,7164,6144,4802,3834,2570,2617,13552,13126,13044,12193,10895,11016,10235,9315,9055,8143,7580,6698,5777,4487,3471,2191,1961,26693,25900,24859,22808,23416,23664,22138,20413,19499,17709,16608,13862,11921,9289,7305,4761,4578
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Bagha,BD508110,99123,92473,191596,6370,6601,7394,6997,7540,8629,9215,8371,7504,6865,5697,4662,3793,3362,2650,1763,1710,6584,6945,7776,8496,7599,7406,7662,7089,7177,6132,5108,4136,3382,2544,1846,1427,1164,12954,13546,15170,15493,15139,16035,16877,15460,14681,12997,10805,8798,7175,5906,4496,3190,2874
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Baghmara,BD508112,195989,181280,377269,11465,12240,12769,11360,15660,18026,18457,18317,15582,13804,10682,9962,8015,7636,5277,3659,3078,12002,13179,14452,15108,14391,15771,15833,15372,14225,13214,9743,8324,6288,5334,3625,2460,1959,23467,25419,27221,26468,30051,33797,34290,33689,29807,27018,20425,18286,14303,12970,8902,6119,5037
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Boalia,BD508122,121355,124614,245969,6377,6092,8409,12812,12878,10880,10723,10362,9515,9056,6508,5907,3789,3333,2052,1550,1112,6393,6650,9001,15987,17917,10988,9229,8928,8231,8265,6315,6187,3845,3108,1691,1157,722,12770,12742,17410,28799,30795,21868,19952,19290,17746,17321,12823,12094,7634,6441,3743,2707,1834
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Charghat,BD508125,114307,109177,223484,7542,7599,8418,8790,9474,10392,10305,9796,8480,7889,6201,5542,3873,3721,2546,2075,1664,7952,7615,8787,10529,9437,10158,9249,8632,8046,7443,5770,4873,3409,2873,1920,1470,1014,15494,15214,17205,19319,18911,20550,19554,18428,16526,15332,11971,10415,7282,6594,4466,3545,2678
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Durgapur,BD508131,101635,96145,197780,5949,6210,7148,6570,8145,9302,9296,9206,8208,7301,5775,5009,3639,3661,2511,1955,1750,6195,6539,7616,8348,8166,8688,8230,7912,7490,7031,5362,4590,3106,2675,1822,1252,1123,12144,12749,14764,14918,16311,17990,17526,17118,15698,14332,11137,9599,6745,6336,4333,3207,2873
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Godagari,BD508134,193413,185363,378776,16132,15839,17184,15929,15927,15577,15952,14803,13817,12475,10109,8956,6630,5661,3932,2575,1915,16352,16281,17570,17626,16589,14767,14038,12968,12358,10932,9719,8012,6211,4817,3406,2149,1568,32484,32120,34754,33555,32516,30344,29990,27771,26175,23407,19828,16968,12841,10478,7338,4724,3483
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Matihar,BD508140,33694,38690,72384,1984,1951,2553,3702,5327,2795,2715,2650,2233,1964,1487,1369,940,921,541,320,242,2085,1967,2637,4647,9782,3715,2450,2370,2121,1874,1330,1248,876,700,430,291,167,4069,3918,5190,8349,15109,6510,5165,5020,4354,3838,2817,2617,1816,1621,971,611,409
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Mohanpur,BD508153,93424,88077,181501,5825,6205,6771,6245,8103,8838,8771,8477,7162,6480,4978,4466,3384,3159,1946,1392,1222,6201,6341,7378,7959,7962,8279,7812,7400,6336,5993,4571,3767,2759,2177,1497,874,771,12026,12546,14149,14204,16065,17117,16583,15877,13498,12473,9549,8233,6143,5336,3443,2266,1993
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Paba,BD508172,184321,180149,364470,13062,13162,14661,13951,16387,16933,16654,15988,13586,12420,9236,7883,6349,5593,3830,2527,2099,13467,13666,15853,16629,16807,16270,15554,14245,13042,11900,9197,7559,5324,4315,2977,1833,1511,26529,26828,30514,30580,33194,33203,32208,30233,26628,24320,18433,15442,11673,9908,6807,4360,3610
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Puthia,BD508182,111234,107304,218538,6735,7052,8166,8067,9576,9991,9918,10033,8520,7934,5830,5287,3864,3773,2648,1995,1845,7110,7488,8726,9536,9716,9457,8967,8612,8098,7521,6049,5004,3398,2944,2064,1322,1292,13845,14540,16892,17603,19292,19448,18885,18645,16618,15455,11879,10291,7262,6717,4712,3317,3137
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Rajpara,BD508185,74516,75333,149849,4359,4165,5725,7599,7530,6570,6703,6390,5930,5374,4017,3451,2216,1733,1212,853,689,4596,4489,5761,7989,8517,6675,6414,5834,5359,5152,4289,3791,2493,1742,1059,639,534,8955,8654,11486,15588,16047,13245,13117,12224,11289,10526,8306,7242,4709,3475,2271,1492,1223
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Shah Makhdum,BD508190,16879,16868,33747,1047,960,1284,2068,1709,1564,1407,1393,1241,1238,848,677,488,380,267,168,140,1004,1043,1448,1702,1820,1624,1400,1292,1087,1120,1030,856,617,367,225,124,109,2051,2003,2732,3770,3529,3188,2807,2685,2328,2358,1878,1533,1105,747,492,292,249
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Rajshahi,BD5081,Tanore,BD508194,105761,96613,202374,7478,7383,7932,8247,9422,9739,9741,8918,7730,7097,5552,4678,3714,3321,2123,1462,1224,7395,7670,8349,8377,8330,8888,8144,7926,6958,6317,4953,4306,3092,2499,1476,1080,853,14873,15053,16281,16624,17752,18627,17885,16844,14688,13414,10505,8984,6806,5820,3599,2542,2077
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Belkuchi,BD508811,198930,198057,396987,18876,19199,17130,16279,18221,16545,14841,13566,12827,11543,10733,8312,6971,5418,3730,2475,2264,19475,19734,17828,18092,19124,17048,14252,13052,11857,10254,9750,7712,6824,5453,3713,2092,1797,38351,38933,34958,34371,37345,33593,29093,26618,24684,21797,20483,16024,13795,10871,7443,4567,4061
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Chauhali,BD508827,80420,76635,157055,8404,8407,6271,5086,6888,6837,6676,5789,5285,4637,4349,3521,3022,2308,1445,761,734,8912,8908,7050,5606,5290,6042,5728,5369,4916,3791,3885,2799,2895,2182,1723,858,681,17316,17315,13321,10692,12178,12879,12404,11158,10201,8428,8234,6320,5917,4490,3168,1619,1415
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Kamarkhanda,BD508844,74979,68965,143944,6325,6397,6159,5725,6405,5833,5818,5662,5278,4770,4352,3253,2894,2169,1729,1010,1200,6548,6782,6499,5962,5699,5099,4560,4462,4293,4116,3735,3367,2654,2012,1518,807,852,12873,13179,12658,11687,12104,10932,10378,10124,9571,8886,8087,6620,5548,4181,3247,1817,2052
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Kazipur,BD508850,141225,127711,268936,11355,12547,9958,8375,11087,11188,11727,11321,10767,9722,8523,6905,5680,4644,3391,2232,1803,11632,12902,11074,8541,8473,9185,9203,9387,9074,8262,7979,6345,5327,3896,3091,1811,1529,22987,25449,21032,16916,19560,20373,20930,20708,19841,17984,16502,13250,11007,8540,6482,4043,3332
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Royganj,BD508861,188107,176740,364847,15478,16017,13678,12253,16249,16061,15425,14799,12874,12516,10620,9262,6848,6126,4100,2946,2855,15874,16678,15035,13512,14072,14698,13545,13445,11529,10745,9257,8334,6586,5308,3605,2473,2044,31352,32695,28713,25765,30321,30759,28970,28244,24403,23261,19877,17596,13434,11434,7705,5419,4899
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Shahjadpur,BD508867,326530,317889,644419,30280,30266,26474,25325,29554,27700,25650,23639,21290,19024,18003,13951,11778,8998,6622,3952,4024,31010,31099,28728,27778,28193,26869,23564,21870,19900,16737,16120,12965,11602,8304,6315,3700,3135,61290,61365,55202,53103,57747,54569,49214,45509,41190,35761,34123,26916,23380,17302,12937,7652,7159
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Sirajganj Sadar,BD508878,312768,300473,613241,25619,26827,25701,24440,28041,26069,24713,23775,22208,20010,17223,13869,11352,8623,6341,4065,3892,26703,28190,27478,26215,27591,24874,21864,20540,19266,17854,16263,13823,10738,7679,5477,3256,2662,52322,55017,53179,50655,55632,50943,46577,44315,41474,37864,33486,27692,22090,16302,11818,7321,6554
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Tarash,BD508889,116495,107659,224154,9791,9704,8964,7262,10024,10710,10244,9588,7928,7358,6198,5023,4247,3292,2716,1808,1638,10176,9746,9466,7860,8332,9283,8723,8533,7471,6543,5580,4610,3611,2762,2260,1378,1325,19967,19450,18430,15122,18356,19993,18967,18121,15399,13901,11778,9633,7858,6054,4976,3186,2963
2022,BGD,Bangladesh,BD,Rajshahi,BD50,Sirajganj,BD5088,Ullah Para,BD508894,324061,305019,629080,27547,27744,24830,22621,28771,27230,26322,24556,22234,20066,18424,14599,12100,10126,7268,4987,4636,28359,28830,26765,25386,25078,25196,22892,21643,19782,17856,15857,13809,11078,8853,6348,3972,3315,55906,56574,51595,48007,53849,52426,49214,46199,42016,37922,34281,28408,23178,18979,13616,8959,7951
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Birampur,BD552710,94887,91482,186369,6362,6851,7007,6626,7614,8122,7775,7843,7199,7099,5518,5135,3697,3387,2109,1410,1133,6733,7093,7444,8071,7069,7356,7087,6780,6332,6358,5281,4799,3485,3107,2058,1437,992,13095,13944,14451,14697,14683,15478,14862,14623,13531,13457,10799,9934,7182,6494,4167,2847,2125
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Birganj,BD552712,183804,176485,360289,15259,15222,14505,13536,15289,16068,15120,14731,12525,12145,9775,9266,5979,5576,3712,2655,2441,15464,15308,15583,15862,14310,14455,14035,13342,11920,10817,8722,8226,6037,5049,3264,2243,1848,30723,30530,30088,29398,29599,30523,29155,28073,24445,22962,18497,17492,12016,10625,6976,4898,4289
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Biral,BD552717,140634,135335,275969,11692,11225,10822,9245,10969,12340,11792,11163,9990,9425,7760,7098,5054,4702,3016,2436,1905,12231,11481,11690,10805,10132,10824,10680,10017,9277,8797,7203,6919,4834,4217,2753,1991,1484,23923,22706,22512,20050,21101,23164,22472,21180,19267,18222,14963,14017,9888,8919,5769,4427,3389
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Bochaganj,BD552721,86568,82505,169073,6551,6498,6426,6235,6791,7600,7335,7330,6261,6395,4491,4581,2794,3054,1821,1397,1008,6948,6753,6828,6575,6165,6756,6550,6420,5943,5817,4392,4212,2814,2625,1619,1301,787,13499,13251,13254,12810,12956,14356,13885,13750,12204,12212,8883,8793,5608,5679,3440,2698,1795
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Chirirbandar,BD552730,159015,150439,309454,12440,12076,12023,11701,12423,13315,12687,12186,11030,11112,8896,8899,5827,5742,3619,2955,2084,12993,12526,12658,13016,11427,11318,11452,10859,10061,9450,8185,8015,5607,5402,3335,2507,1628,25433,24602,24681,24717,23850,24633,24139,23045,21091,20562,17081,16914,11434,11144,6954,5462,3712
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Fulbari,BD552738,100203,96484,196687,7453,7064,6985,7175,7831,8964,8184,7799,7174,7466,5840,5462,3779,3609,2277,1758,1383,7711,7351,7422,8437,7108,7909,7736,7425,6628,6480,5172,5323,3709,3306,2167,1512,1088,15164,14415,14407,15612,14939,16873,15920,15224,13802,13946,11012,10785,7488,6915,4444,3270,2471
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Ghoraghat,BD552743,66526,62926,129452,4924,5101,5179,4626,5397,5765,5623,5361,4765,4716,3790,3331,2444,2223,1356,1047,878,5010,5381,5699,4893,4745,5188,5009,4777,4366,4035,3507,3085,2264,2026,1278,935,728,9934,10482,10878,9519,10142,10953,10632,10138,9131,8751,7297,6416,4708,4249,2634,1982,1606
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Hakimpur,BD552747,50116,49066,99182,3592,3795,3704,3657,4222,4449,4139,4096,3796,3814,2924,2564,1730,1510,937,681,506,3828,3905,4427,4394,3983,4327,3839,3562,3317,3406,2576,2576,1621,1403,852,644,406,7420,7700,8131,8051,8205,8776,7978,7658,7113,7220,5500,5140,3351,2913,1789,1325,912
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Kaharole,BD552756,85906,81048,166954,6777,6516,6446,6036,6966,7517,7400,6672,6293,6076,4852,4580,2881,2897,1663,1412,922,6904,6811,6757,6558,6505,6790,6689,6157,5620,5287,4272,4307,2660,2416,1449,1121,745,13681,13327,13203,12594,13471,14307,14089,12829,11913,11363,9124,8887,5541,5313,3112,2533,1667
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Khansama,BD552760,95815,92531,188346,8153,7660,7605,7321,8022,8333,7759,7537,6305,6525,5077,5053,3149,3056,1703,1497,1060,8530,8009,8219,8338,7692,7573,7279,6576,5883,5609,4710,4702,2919,2725,1703,1211,853,16683,15669,15824,15659,15714,15906,15038,14113,12188,12134,9787,9755,6068,5781,3406,2708,1913
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Dinajpur Sadar,BD552764,266077,266220,532297,18812,18188,20353,22667,24316,23355,22380,21914,19784,18379,14467,12846,8673,7742,5349,3880,2972,19858,18921,21225,25471,26673,22338,20716,19628,19064,17744,14277,13537,8732,7583,4728,3477,2248,38670,37109,41578,48138,50989,45693,43096,41542,38848,36123,28744,26383,17405,15325,10077,7357,5220
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Nawabganj,BD552769,127312,120034,247346,9905,9929,9398,8258,10149,10760,10423,10075,9490,9016,7634,6514,4837,4337,2882,1913,1792,10032,10257,9988,9890,8571,9610,9235,8666,8437,7914,7040,6157,4621,3800,2634,1772,1410,19937,20186,19386,18148,18720,20370,19658,18741,17927,16930,14674,12671,9458,8137,5516,3685,3202
2022,BGD,Bangladesh,BD,Rangpur,BD55,Dinajpur,BD5527,Parbatipur,BD552777,201353,192770,394123,15842,15823,15360,14955,15911,17431,16362,15622,14198,14611,11146,10343,7435,6594,4126,3006,2588,16592,16433,16263,16691,14564,15400,14654,14424,13064,12911,10452,9890,6912,5912,3903,2720,1985,32434,32256,31623,31646,30475,32831,31016,30046,27262,27522,21598,20233,14347,12506,8029,5726,4573
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Fulchhari,BD553221,99117,92986,192103,9837,10077,7516,6142,8913,8757,7790,6921,6196,5669,5219,4805,3756,3094,2029,1300,1096,10429,10533,8797,7112,6868,7655,7318,6601,5422,4816,4182,3749,3282,2475,1843,1099,805,20266,20610,16313,13254,15781,16412,15108,13522,11618,10485,9401,8554,7038,5569,3872,2399,1901
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Gaibandha Sadar,BD553224,246251,221767,468018,20409,20806,19006,17217,20450,21272,20158,18821,16983,16069,14554,11982,9263,7487,5157,3620,2997,21147,21464,19728,17550,17519,17309,16746,16063,14707,13457,12159,11213,8273,5901,4116,2520,1895,41556,42270,38734,34767,37969,38581,36904,34884,31690,29526,26713,23195,17536,13388,9273,6140,4892
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Gobindaganj,BD553230,286513,264839,551352,23141,22804,20324,17422,23314,25354,23676,22500,20300,20093,17084,14970,11145,9153,6608,4660,3965,24062,24065,22337,19449,18573,22097,21163,19835,17591,16572,14949,13679,10384,7883,5613,3569,3018,47203,46869,42661,36871,41887,47451,44839,42335,37891,36665,32033,28649,21529,17036,12221,8229,6983
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Palashbari,BD553267,130295,116477,246772,10460,11084,9572,7915,10142,10949,10215,9808,9047,9042,7544,6983,5246,4613,3228,2498,1949,11076,11576,10233,8595,7778,8969,8627,8376,7554,7316,6686,5925,4504,3435,2620,1785,1422,21536,22660,19805,16510,17920,19918,18842,18184,16601,16358,14230,12908,9750,8048,5848,4283,3371
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Sadullapur,BD553282,157022,140120,297142,12343,12875,11547,9480,12569,13694,12715,12308,10765,10300,9195,8166,6316,5630,3948,2819,2352,12546,13353,12418,10065,9477,11157,10925,10427,9285,8607,7723,7253,5306,4607,3214,2072,1685,24889,26228,23965,19545,22046,24851,23640,22735,20050,18907,16918,15419,11622,10237,7162,4891,4037
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Saghatta,BD553288,145101,128840,273941,12371,12337,10648,8885,11823,12171,11483,10743,9893,9830,8657,7788,5709,4791,3483,2535,1954,12624,12860,11890,9517,8568,9880,9488,8876,8056,7604,7079,6731,5348,4122,2861,1912,1424,24995,25197,22538,18402,20391,22051,20971,19619,17949,17434,15736,14519,11057,8913,6344,4447,3378
2022,BGD,Bangladesh,BD,Rangpur,BD55,Gaibandha,BD5532,Sundarganj,BD553291,272364,243977,516341,23489,23166,20883,16822,22724,23883,22903,21358,18645,17720,15490,12969,10522,8169,5915,4264,3442,24864,24471,22899,18110,16838,19507,18703,18738,16252,14601,13402,10727,9064,6385,4476,2654,2286,48353,47637,43782,34932,39562,43390,41606,40096,34897,32321,28892,23696,19586,14554,10391,6918,5728
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Bhurungamari,BD554906,137855,124948,262803,11405,11144,10044,9046,12226,12210,11210,10424,10089,8574,8091,5939,5029,3753,3499,2546,2626,11834,11293,10821,9770,9586,10200,9698,8849,8579,7253,6816,5709,4644,3214,2764,2004,1914,23239,22437,20865,18816,21812,22410,20908,19273,18668,15827,14907,11648,9673,6967,6263,4550,4540
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Char Rajibpur,BD554908,43488,37914,81402,3825,4546,3522,2626,3378,3839,3881,3399,3070,2688,2377,1867,1472,1187,807,605,399,4012,4674,3936,2935,2320,2543,2741,2843,2375,2135,2028,1648,1255,947,729,445,348,7837,9220,7458,5561,5698,6382,6622,6242,5445,4823,4405,3515,2727,2134,1536,1050,747
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Chilmari,BD554909,67296,58893,126189,5998,6143,5285,4328,5410,5762,5165,5050,4334,4501,3646,3649,2234,2359,1479,1143,810,6320,6378,5674,4474,3810,4447,3927,4232,3374,3560,2913,3005,2212,1909,1146,930,582,12318,12521,10959,8802,9220,10209,9092,9282,7708,8061,6559,6654,4446,4268,2625,2073,1392
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Phulbari,BD554918,92702,83427,176129,7033,7492,6715,6052,7737,7962,7401,6833,6527,6532,5627,4676,3572,2850,2325,1688,1680,7463,7766,7275,6454,6175,6559,6231,5887,5342,5235,4706,4320,3167,2550,1791,1315,1191,14496,15258,13990,12506,13912,14521,13632,12720,11869,11767,10333,8996,6739,5400,4116,3003,2871
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Kurigram Sadar,BD554952,189418,175469,364887,16257,15654,15382,13841,16279,16213,15478,13934,13082,11979,10761,8800,6540,5344,4077,3048,2749,16907,16029,16334,14902,14361,13460,12993,11734,11509,10533,9407,8539,6246,4858,3415,2289,1953,33164,31683,31716,28743,30640,29673,28471,25668,24591,22512,20168,17339,12786,10202,7492,5337,4702
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Nageshwari,BD554961,244946,223049,467995,23278,22142,18946,16432,21072,21579,19755,17290,16774,14974,13615,10504,8641,6451,5549,4121,3823,24313,22665,20741,17330,15745,17702,16580,14776,13642,12526,11746,10228,8007,6129,4736,3217,2966,47591,44807,39687,33762,36817,39281,36335,32066,30416,27500,25361,20732,16648,12580,10285,7338,6789
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Rajarhat,BD554977,100416,88479,188895,7211,7344,7701,6395,7721,8800,8239,7755,7110,7053,6024,5209,3845,3357,2541,2069,2042,7498,7473,8027,6693,5994,6652,6661,6088,6108,5799,5417,4858,3582,2772,2052,1436,1369,14709,14817,15728,13088,13715,15452,14900,13843,13218,12852,11441,10067,7427,6129,4593,3505,3411
2022,BGD,Bangladesh,BD,Rangpur,BD55,Kurigram,BD5549,Raumari,BD554979,118756,106225,224981,9979,11041,10204,7748,9468,10308,10500,9550,8475,7443,6540,4922,4204,3078,2301,1572,1423,10438,11248,11084,9307,7547,7758,7934,7585,6885,5819,5498,4491,3567,2465,2138,1241,1220,20417,22289,21288,17055,17015,18066,18434,17135,15360,13262,12038,9413,7771,5543,4439,2813,2643
